sentence,author,title,pet
""" crucially, all of these shifts reflect the continuing realignment of the electorate by level of educational attainment or so-called learning skills, with one big difference: before 2020, education polarization was found almost exclusively among white voters; last year it began to emerge among hispanics and african americans",te,david-shor-biden-democrats,african americans
"a march 1-2 usa today/ipsos poll found that voters were opposed to defunding the police 58-18, with the strongest opposition among whites (67 percent to 13 percent support, the rest undecided) and republicans (84 to 4 percent), while a plurality of democrats were opposed (at 39 to 34), which was also true among african americans (37 to 28)",te,democrats-republicans-wokeness-cancel-culture,african americans
"7 percent, for african americans it rose from 19",te,education-poverty-intervention,african americans
"he argues in his 2019 paper ""the macroeconomic consequences of early childhood development policies"" that such an enormous government expenditure would produce substantial gains in social welfare, ""an income inequality reduction of 7 percent and an increase in intergenerational mobility of 34 percent",te,education-poverty-intervention,income inequality
"shelly lundberg, an economics professor at the university of california-santa barbara, cites a range of projects and studies, including the perry preschool project, an intensive program for 3-to-4-year-old low-income children ""that had long-term impacts on test scores, adult crime and male income",te,education-poverty-intervention,low-income
"9 trillion economic stimulus and covid relief bill, expansion of lgbt rights and a major immigration reform measure that provides an avenue to citizenship for roughly 11 million undocumented immigrants",te,joe-biden-inauguration,undocumented immigrants
"shapiro, a professor of political economy at brown, wrote: their conclusion is that over the past four decades, ""the united states experienced the most rapid growth in affective polarization among the 12 o",te,left-right-moral-chasm,experienced
""" diangelo, writing in ""white fragility,"" agrees with kendi: in ""the economic state of black america: what is and what could be,"" the management consulting firm mckinsey reports that african americans face ""gaps in representation, wages, education, business ownership and more",te,republicans-democrats-crt,african americans
""" it's not hard to see why many who are affected by or sympathetic to the people who are affected by the social and economic disadvantages plaguing african americans find systemic racism a plausible culprit",te,republicans-democrats-crt,african americans
"entities are becoming more and more efficient in the production of output compared to humans,"" the authors write, because ""human technology to convert consumption goods such as food and housing into future humans has experienced relatively little technological change",te,trump-automation-artificial-intelligence,experienced
"kloppenberg, a professor of american history at harvard, responded to my inquiry with a broad overview, worth quoting at length: it is just these underpinnings of democracy that trump threatens, especially now: trump's behavior, kloppenberg argues, is the culmination of long-term developments within republican ranks: sean wilentz, a professor of history at princeton, was outspoken: in fact, wilentz warned: wilentz envisaged wilentz and others argue that trump is gearing up to violate a principle of peaceful transition established shortly after the founding of the nation",te,trump-concession-transition,outspoken
"politics & policy at queen mary university of london, wrote me in an email that the current situation in the united states has key parallels to the end of the reconstruction period in the late nineteenth century",te,trump-concession-transition,late
"america is embedded in a world that is troubled by insidious parallel variants of the same structural problems -- anti-immigrant fervor, political tribalism, racism, ethnic tension, authoritarianism and inequality -- that led to a right-wing takeover of the federal government by donald trump",te,trump-global-populism,troubled
"according to the stanford sociologists michelle jackson and david grusky, there is a common thread to these seemingly disparate developments -- what they call ""the ubiquity of loss"" -- a condition the authors describe as a ""late industrial experience, in short, increasingly one of omnipresent loss and decline",te,trump-global-populism,late
""" loss like this, they write, can be the commonality of loss has fostered the emergence of politicians and political strategists whom jackson and grusky call ""norm entrepreneurs"" -- trump, steve bannon, jeremy corbyn, marine le pen, nigel farage -- who the politics of loss have, in turn, empowered the populist right by encouraging the view ""that disadvantaged groups have unfairly benefited from legal protections, egalitarian social movements and government and charitable assistance",te,trump-global-populism,disadvantaged
""" daniel esty, a professor of environmental law at yale, described in an email how tribalism, hostility toward outsiders, notably immigrants, and the emergence of what some call ""exclusionary nationalism"" all serve to undermine prospects for global cooperation: in other words, the world's democracies are ill equipped to take on the immediate dangers cited in the annual threat assessment: an additional global development is the simultaneous aging of the populations in developed nations while the share of young people in developing countries rapidly expands",te,trump-global-populism,aging
"mark haas, a political scientist at duquesne university, argues that ""aging will create powerful forces for international peace on the one hand and increased domestic polarization on the other",te,trump-global-populism,aging
"in 2016, donald trump recruited voters with the highest levels of animosity toward african americans, assembling a ""schadenfreude"" electorate -- voters who take pleasure in making the opposition suffer -- that continues to dominate the republican party, even in the aftermath of the trump presidency",te,trump-gop,african americans
"in the eight years since then, stress has continued to surge, goldstone wrote, ""as income inequality, political polarization and state debt have all risen further",te,trump-political-sectarianism,income inequality
""" in wang's view, trump's refusal to acknowledge his election loss is dangerous because of ""the number of political elite -- the 18 attorneys general and 128 members of the house -- who are sowing seeds of doubt around the ethicality of the elections,"" with the result that for the moment, wang wrote, peter ditto, a professor of psychological science at the university of california-irvine and another co-author, argued in an email that the most toxic element in contemporary politics politics, ditto continued, the decision to coin the term political sectarianism ""was our attempt to capture the moral fervor of our current political climate and the collateral damage it leaves in its wake",te,trump-political-sectarianism,collateral damage
"""democratic erosion is subtle and slow, often nearly imperceptible until it's too late,"" robert blair, a political scientist at brown, wrote in an email: blair is decidedly pessimistic about the likelihood that american voters will succeed in opposing the degradation of the system: daniel hopkins, a political scientist at the university of pennsylvania, stressed this point in an email: the low visibility and lack of public understanding of arcane shifts in election law -- for example, the shift of responsibility for determining winners and losers from election officials to state legislatures -- greatly empowers partisan elites",te,us-democracy-republicans,late
that first became evident in the late 1980s-early 1990s,te,us-elites-populism,late
"the percentage of adults who disapprove of biden's handling of immigration grew from 39 percent when he took office to 59 percent in late september, according to yougov tracking surveys",te,us-immigration-politics,late
"5 percent), the ""high status worker"" (17 percent), the ""documented latina worker"" (15 percent) and the ""rainbow undocumented immigrant"" (12 percent)",te,us-immigration-politics,undocumented immigrant
""" in other words, for all intents and purposes, most undocumented immigrants -- and perhaps especially the dreamers -- are americans deserving of full citizenship",te,us-immigration-politics,undocumented immigrants
"education week reported that after the federal courts in 1971 ordered busing to achieve integration: in that respect, charlotte-mecklenburg stood out in a nation where cities like boston and detroit experienced divisive and often violent protest",te,us-multiracial-democracy,experienced
"the authors, seth goldman, a professor of communications at the university of massachusetts, and daniel hopkins, a political scientist at the university of pennsylvania, report that ""if a non-hispanic white person grew up in a county with no african americans, we should expect that person's prejudice to be 2",te,us-multiracial-democracy,african americans
", contends in his 2014 paper ""the american color line and black exceptionalism"" that: sears adds that: the history and experience of black americans, compared with other minorities', are unique, according to sears: sears cites data in support of his argument that african americans have faced different historical contingencies in the story of american integration: ""in the 2010 census, the segregation of blacks from whites remained extremely high, with a dissimilarity index of 59,"" while the dissimilarity index (a measure of racial or ethnic segregation or isolation) was 48 for latinos and 41 for asian americans",te,us-multiracial-democracy,african americans
"in ""the color of disparity: racialized income inequality and support for liberal economic policies,"" benjamin j",te,us-multiracial-democracy,income inequality
suburbs: are diverse suburbs disadvantaged,te,us-multiracial-democracy,disadvantaged
","" ankit rastogi, a postdoctoral fellow at the university of pennsylvania's center for the study of ethnicity, race and immigration, challenges ""two assumptions: that people of color are concentrated largely in cities and that communities of color are disadvantaged",te,us-multiracial-democracy,disadvantaged
"in a march 2021 report, ""the growing diversity of black america,"" the pew research center found some striking changes in recent decades: from 2000 to 2019, the percentage of african americans with at least a bachelor's degree rose from 15 to 23 percent, as the share with a master's degree or higher nearly doubled from 5 to 9 percent",te,us-multiracial-democracy,african americans
"at the same time, the share of african americans without a high school degree was cut by more than half over the same period, from 28 to 13 percent",te,us-multiracial-democracy,african americans
"given the historical treatment of african americans in school and in society, perhaps the most striking accomplishment has been in the rising levels of educational attainment",te,us-multiracial-democracy,african americans
who will protect our investors after the americans have stopped doing it for free,tf,afghanistan-us-taliban,doing it
it is not too late for america to get back into the tpp and even strengthen it by insisting on stricter rules of origin (which trump added to the new nafta),tf,china-biden-australia-tpp,late
"ever since deng xiaoping opened china to the world in the late 1970s, many in the west wanted to see the country succeed, because we thought china -- despite its brutal authoritarian political structure -- was on a path to a more open economy and society",tf,china-microchips,late
"in short, the relative peace and prosperity that the world experienced in those 40 years cannot be explained without reference to the u",tf,china-us-xi-biden,experienced
not doing it is how democracies die,tf,democratic-ticket-liz-cheney-2024,doing it
"the bad news is that most nations are doing it in totally uncoordinated ways, from the top down, and before the market has produced sufficient clean renewables like wind, solar and hydro",tf,energy-climate-iran-nuclear,doing it
"that's worrying as calmer weather has reduced output from wind turbines, while europe's aging nuclear plants are being phased out or are more prone to outages -- making gas even more necessary",tf,energy-climate-iran-nuclear,aging
"sadly, in an overreaction to the fukushima nuclear accident, germany decided in 2011 to phase out all of its nuclear power by 2022 -- nuclear power stations that in the year 2000 generated 29",tf,energy-climate-iran-nuclear,accident
"if i am brutally honest, there is only one motto i would give to the movement to stem climate change after the glasgow summit: ""everyone wants to go to heaven but nobody wants to die",tf,glasgow-climate-change,to go to heaven
"6, would surely fade away and everything would return to normal",tf,gop-trump-2020-election,fade away
"because, instead of trump's big lie fading away, just the opposite is happening -- first slowly and now quickly",tf,gop-trump-2020-election,fading away
"kimberly wehle, a professor at the university of baltimore school of law and author of the book ""how to read the constitution -- and why,"" writing in the hill on monday, noted that ""as of late march, state legislators have introduced 361 bills in 47 states this year that contain limitations around voting, a 43 percent increase from just a month earlier",tf,gop-trump-2020-election,late
"but this latest flood of illegal immigrants and asylum-seekers -- more than 170,000 apprehended in march alone, including thousands of children, mostly fleeing chaos in central america -- only reinforces my view that the right border policy is a high wall with a big gate",tf,immigration-border-wall,illegal immigrants
"i would love to see biden use his narrow majority, and maybe get a few republicans as well, to drive through a law that simultaneously hardens the border, provides a pathway to citizenship for illegal immigrants already here and increases the quotas for legal immigrants -- and ignores all the critics from the left and the right",tf,immigration-border-wall,illegal immigrants
""" after 42 years, some things are clear: iran's ruling clerics cultivate and celebrate conflict with america and israel as an essential tool for locking themselves in power and for keeping their revolutionary guards richly funded and their people under their iron fist, deprived of a real voice in their future or the ability to realize their full potential",tf,iran-biden-nuclear-deal,deprived
i do not support forcing regime change in tehran from outside,tf,iran-biden-nuclear-deal,regime change
because without that horizon -- without any viable hope of separating israelis and palestinians into two states for two peoples -- the only outcome left will be one state in which the israeli majority dominates and palestinians in east jerusalem and the west bank will be systematically deprived of equal rights so that israel can preserve its jewish character,tf,israel-palestine-two-state-solution,deprived
"just like trump, netanyahu's main political strategy for winning elections has been to foster an intense personality cult and try to gain and hold power with slim majorities by dividing israel along as many lines as possible -- in his case, primarily jews versus arabs, left versus right, religious versus secular and patriots versus traitors",tf,israel-prime-minister-netanyahu,slim
later will be too late for the country as we know it,tf,liz-cheney-democrats-democracy,late
"-scale social reform package as ""reconciliation"" and only calling it by its actual substance: universal pre-k, home health care for the sick and elderly, lower prescription drug prices, strengthened obamacare, cleaner energy, green jobs and easier access to college education that begins a long-overdue leveling of the playing field between the wealthy and the working class",tf,liz-cheney-democrats-democracy,elderly
"according to a new report by protect democracy, law forward and the states united democracy center, ""across the country, state legislators are proposing bills that would give partisan state legislators greater control over elections while hamstringing experienced state and local election administrators who have traditionally run our voting systems",tf,liz-cheney-gop,experienced
"we are all the product of our life experiences, and my first reporting experience was living inside the lebanese civil war in the late 1970s and early 1980s",tf,liz-cheney-gop,late
"on top of stresses from covid-19, iran last summer experienced deadly water riots in its parched southwest -- and its climate is predicted to get hotter and drier",tf,middle-east-climate-change,experienced
"sure, we tell ourselves, we've experienced steadily more extreme weather events in the last seven years (the hottest seven in recorded history)",tf,neil-young-liz-cheney-climate-misinformation,experienced
later will be too late,tf,neil-young-liz-cheney-climate-misinformation,late
"most americans paid scant attention to the expansion of nato in the late 1990s and early 2000s to countries in eastern and central europe like poland, hungary, the czech republic, latvia, lithuania and estonia, all of which had been part of the former soviet union or its sphere of influence",tf,putin-ukraine-nato,late
"after china experienced what it called a ""century of humiliation"" from the west, it responded under deng xiaoping by essentially saying: ""we'll show you",tf,putin-ukraine-nato,experienced
""" haredi families, he said, now average seven children, and in 50 percent of their households the men do not work, but instead engage in religious study thanks to government subsidies; do not serve in the army; and generally deprive their children of the core curriculum in math, science, computing and reading -- ""which is mandated by law in every developed country, other than israel -- that could give them economic independence as adults and likely loosen the grip of the religious establishment on them",tf,us-israel-elections,developed country
"when i first came to this country from turkey as a graduate student in the late 1990s, i was something of an anomaly: an adult foreigner with white skin who was fluent in english but not a native",zt,adventures-in-the-trump-twittersphere,late
"there are those who are not yet vaccinated because they haven't managed to navigate the process, or have started late, or are concerned because of bad experiences with the medical establishment",zt,coronavirus-masks-vaccines,late
"that would be late april or even may -- when there will be plenty of pfizer, moderna and johnson & johnson vaccines for american adults",zt,coronavirus-vaccine,late
"vaccine supplies need to be diverted now to where the crisis is the worst, if necessary away from the wealthy countries that have purchased most of the supply",zt,covid-vaccine-variants,wealthy
the elderly and health care workers could be prioritized wherever a crisis is worst,zt,covid-vaccine-variants,elderly
"this pathogen has one fatality rate when oxygen is available as a therapy and one when it is not, and it would be an unspeakable tragedy to suffer the latter in the second year of the pandemic",zt,covid-vaccine-variants,fatality
"what's more, people who settled on a preference late were a bit more prone to vote for mr",zt,election-forecasts-modeling-flaws,late
"would the elderly, at great risk from the pandemic, avoid voting",zt,election-forecasts-modeling-flaws,elderly
this approach is what allowed the airline captain chesley sullenberger to safely land a commercial airplane on the hudson river in 2009 after its engines were disabled,zt,elon-musk-thailand-hubris,disabled
"i've found that institutions serving less-advantaged students tend to have less-forgiving policies for late papers, missed exams, casual drug use and so forth, whereas more elite institutions tend to be more forgiving",zt,equifax-accountability-security,late
"did you know that algorithms now do a pretty good job of inferring a person's personality traits, sexual orientation, political views, mental health status, substance abuse history and more just from his or her facebook ""likes"" -- and that there are new applications of this data being discovered every day",zt,facebook-cambridge-analytica,substance abuse
"turkey has experienced many crises recently, including deadly terrorist attacks, and they usually lead to a closing of information flows, not the government-aligned service provider's making it easier to transmit information",zt,how-the-internet-saved-turkeys-internet-hating-president,experienced
"similarly, the most reliable journalists i found to follow online on friday night were those who had recently been fired or laid off for refusing to turn into government mouthpieces",zt,how-the-internet-saved-turkeys-internet-hating-president,laid off
"a common trick involves having the microprocessor predict what the program is about to do and start doing it before it has been asked to do it -- say, fetching data from memory",zt,looming-digital-meltdown,doing it
"at worst, these fixes are too late",zt,looming-digital-meltdown,late
are you troubled when agents of a foreign power pose online as american muslims and post incendiary content that right-wing commentators can cite as evidence that all american muslims are sympathizers of terrorist groups like the islamic state,zt,mark-zuckerberg-facebook,troubled
"so what did it do to stem the obvious rise in the scale and scope of misinformation, fake news and even foreign state meddling on the site in the months leading up to the election",zt,mark-zuckerberg-facebook,did it
"agents, for example -- as well as unfounded assertions that millions of undocumented immigrants were illegally voting",zt,mark-zuckerberg-facebook,undocumented immigrants
"in addition to doing more to weed out lies and false propaganda, facebook could tweak its algorithm so that it does less to reinforce users' existing beliefs, and more to present factual information",zt,mark-zuckerberg-is-in-denial,weed
"in myanmar, for example, misinformation on facebook has reportedly helped fuel ethnic cleansing, creating an enormous refugee crisis",zt,mark-zuckerberg-is-in-denial,ethnic cleansing
"even if it is too early for conclusive answers, there are already many reasons to think omicron could be a major threat to the elderly",zt,omicron-nursing-homes,elderly
"all this means we have to act immediately to ramp up protections for the elderly in nursing homes, assisted living facilities and retirement communities",zt,omicron-nursing-homes,elderly
"""elderly people can struggle to mount and maintain effective memory responses, making the presence of neutralizing antibodies, which function to block the virus from efficiently infecting our cells, all the more critical at the moment of exposure,"" andrew croxford, an immunologist based in zurich, explained to me",zt,omicron-nursing-homes,elderly
"social support is crucial at every stage of life, and too often we are both late to react to threats, and slow to relax restrictions",zt,omicron-nursing-homes,late
"protocols should allow the elderly to interact with one another and with their loved ones, not preemptively cut them off without paying attention to the measures that could keep them safe",zt,omicron-nursing-homes,elderly
it is too late to fix everything for this election,zt,the-election-wont-be-rigged-but-it-could-be-hacked,late
"i never do, maybe because i discovered it so late",zt,why-the-post-office-makes-america-great,late
"i had expected some of what i encountered -- i had seen enough movies, and came to this country expecting big cars and big houses and wide open spaces",zt,why-the-post-office-makes-america-great,expecting
"youtube has recently come under fire for recommending videos promoting the conspiracy theory that the outspoken survivors of the school shooting in parkland, fla",zt,youtube-politics-radical,outspoken
so why did it give away people's data in the past,zt,zuckerberg-testify-congress,did it
